treatment,replicate,step,creature_x,creature_y,score
greedy,0,0,10,10,1000
greedy,0,1,10,10,995
greedy,0,2,9,10,1035
greedy,0,3,8,10,1025
greedy,0,4,7,10,1115
greedy,0,5,6,10,1205
greedy,0,6,5,10,1295
greedy,0,7,4,10,1285
greedy,0,8,3,10,1325
greedy,0,9,3,10,1320
greedy,0,10,3,9,1310
greedy,0,11,3,8,1400
greedy,0,12,3,8,1395
greedy,0,13,4,8,1485
greedy,0,14,4,8,1480
greedy,0,15,4,7,1520
greedy,0,16,4,6,1510
greedy,0,17,4,6,1505
greedy,0,18,5,6,1495
greedy,0,19,6,6,1485
greedy,0,20,6,6,1480
greedy,0,21,6,5,1570
greedy,0,22,6,4,1560
greedy,0,23,6,4,1555
greedy,0,24,7,4,1645
greedy,0,25,7,4,1640
greedy,0,26,7,3,1680
greedy,0,27,7,3,1675
greedy,0,28,8,3,1715
greedy,0,29,9,3,1705
greedy,0,30,10,3,1695
greedy,1,0,10,10,1000
greedy,1,1,10,10,995
greedy,1,2,10,10,990
greedy,1,3,10,11,1030
greedy,1,4,10,11,1025
greedy,1,5,11,11,1115
greedy,1,6,11,11,1110
greedy,1,7,11,12,1100
greedy,1,8,11,12,1095
greedy,1,9,12,12,1135
greedy,1,10,12,12,1130
greedy,1,11,12,12,1125
greedy,1,12,11,12,1115
greedy,1,13,10,12,1105
greedy,1,14,9,12,1145
greedy,1,15,8,12,1135
greedy,1,16,8,12,1130
greedy,1,17,8,11,1170
greedy,1,18,8,11,1165
greedy,1,19,9,11,1155
greedy,1,20,10,11,1145
greedy,1,21,11,11,1135
greedy,1,22,11,11,1130
greedy,1,23,11,12,1120
greedy,1,24,11,13,1110
greedy,1,25,11,13,1105
greedy,1,26,10,13,1095
greedy,1,27,10,13,1090
greedy,1,28,10,12,1080
greedy,1,29,10,11,1070
greedy,1,30,10,10,1060
greedy,2,0,10,10,1000
greedy,2,1,10,10,1045
greedy,2,2,10,10,1040
greedy,2,3,10,11,1130
greedy,2,4,10,12,1170
greedy,2,5,10,12,1165
greedy,2,6,11,12,1205
greedy,2,7,12,12,1195
greedy,2,8,13,12,1185
greedy,2,9,13,12,1180
greedy,2,10,13,11,1220
greedy,2,11,13,10,1260
greedy,2,12,13,9,1300
greedy,2,13,13,9,1295
greedy,2,14,14,9,1335
greedy,2,15,15,9,1425
greedy,2,16,15,9,1420
greedy,2,17,15,8,1460
greedy,2,18,15,8,1455
greedy,2,19,16,8,1445
greedy,2,20,16,8,1440
greedy,2,21,16,7,1430
greedy,2,22,16,7,1425
greedy,2,23,17,7,1465
greedy,2,24,17,7,1460
greedy,2,25,17,6,1450
greedy,2,26,17,5,1490
greedy,2,27,17,4,1480
greedy,2,28,17,3,1520
greedy,2,29,17,2,1510
greedy,2,30,17,1,1600
greedy,3,0,10,10,1000
greedy,3,1,10,10,965
greedy,3,2,11,10,955
greedy,3,3,11,10,950
greedy,3,4,11,11,990
greedy,3,5,11,12,1030
greedy,3,6,11,13,1070
greedy,3,7,11,13,1065
greedy,3,8,11,13,1060
greedy,3,9,11,12,1050
greedy,3,10,11,12,1045
greedy,3,11,12,12,1085
greedy,3,12,13,12,1175
greedy,3,13,13,12,1170
greedy,3,14,13,11,1160
greedy,3,15,13,10,1150
greedy,3,16,13,10,1145
greedy,3,17,14,10,1135
greedy,3,18,15,10,1125
greedy,3,19,15,10,1120
greedy,3,20,15,11,1160
greedy,3,21,15,11,1155
greedy,3,22,14,11,1145
greedy,3,23,13,11,1135
greedy,3,24,12,11,1125
greedy,3,25,11,11,1115
greedy,3,26,10,11,1105
greedy,3,27,9,11,1095
greedy,3,28,9,11,1090
greedy,3,29,9,12,1180
greedy,3,30,9,12,1175
greedy,4,0,10,10,1000
greedy,4,1,10,10,965
greedy,4,2,11,10,1005
greedy,4,3,12,10,1045
greedy,4,4,12,10,1040
greedy,4,5,12,9,1130
greedy,4,6,12,8,1220
greedy,4,7,12,7,1260
greedy,4,8,12,6,1350
greedy,4,9,12,6,1345
greedy,4,10,13,6,1335
greedy,4,11,13,6,1330
greedy,4,12,13,7,1420
greedy,4,13,13,7,1415
greedy,4,14,14,7,1455
greedy,4,15,15,7,1445
greedy,4,16,15,7,1440
greedy,4,17,15,8,1480
greedy,4,18,15,8,1475
greedy,4,19,14,8,1465
greedy,4,20,14,8,1460
greedy,4,21,14,9,1500
greedy,4,22,14,10,1590
greedy,4,23,14,11,1580
greedy,4,24,14,12,1620
greedy,4,25,14,12,1615
greedy,4,26,13,12,1655
greedy,4,27,13,12,1650
greedy,4,28,13,11,1690
greedy,4,29,13,11,1685
greedy,4,30,14,11,1675
greedy,5,0,10,10,1000
greedy,5,1,10,10,965
greedy,5,2,10,10,960
greedy,5,3,10,11,1000
greedy,5,4,10,11,995
greedy,5,5,9,11,1035
greedy,5,6,8,11,1125
greedy,5,7,8,11,1120
greedy,5,8,8,10,1110
greedy,5,9,8,9,1200
greedy,5,10,8,8,1240
greedy,5,11,8,8,1235
greedy,5,12,9,8,1275
greedy,5,13,9,8,1270
greedy,5,14,9,7,1260
greedy,5,15,9,7,1255
greedy,5,16,10,7,1295
greedy,5,17,11,7,1285
greedy,5,18,12,7,1325
greedy,5,19,13,7,1415
greedy,5,20,14,7,1405
greedy,5,21,15,7,1395
greedy,5,22,16,7,1435
greedy,5,23,16,7,1430
greedy,5,24,16,6,1470
greedy,5,25,16,5,1460
greedy,5,26,16,4,1500
greedy,5,27,16,4,1495
greedy,5,28,15,4,1535
greedy,5,29,14,4,1575
greedy,5,30,14,4,1570
greedy,6,0,10,10,1000
greedy,6,1,10,10,965
greedy,6,2,11,10,955
greedy,6,3,11,10,950
greedy,6,4,11,9,990
greedy,6,5,11,9,985
greedy,6,6,12,9,1025
greedy,6,7,12,9,1020
greedy,6,8,12,8,1060
greedy,6,9,12,8,1055
greedy,6,10,13,8,1095
greedy,6,11,13,8,1090
greedy,6,12,13,7,1080
greedy,6,13,13,6,1170
greedy,6,14,13,5,1260
greedy,6,15,13,4,1250
greedy,6,16,13,4,1245
greedy,6,17,12,4,1285
greedy,6,18,12,4,1280
greedy,6,19,12,3,1320
greedy,6,20,12,2,1310
greedy,6,21,12,2,1305
greedy,6,22,13,2,1295
greedy,6,23,13,2,1290
greedy,6,24,13,1,1330
greedy,6,25,13,0,1420
greedy,6,26,13,0,1415
greedy,6,27,13,0,1410
greedy,6,28,13,1,1400
greedy,6,29,13,2,1390
greedy,6,30,13,3,1380
greedy,7,0,10,10,1000
greedy,7,1,10,10,995
greedy,7,2,11,10,1035
greedy,7,3,12,10,1025
greedy,7,4,13,10,1015
greedy,7,5,14,10,1005
greedy,7,6,15,10,995
greedy,7,7,15,10,990
greedy,7,8,15,11,1030
greedy,7,9,15,11,1025
greedy,7,10,16,11,1065
greedy,7,11,16,11,1060
greedy,7,12,16,12,1150
greedy,7,13,16,13,1190
greedy,7,14,16,14,1230
greedy,7,15,16,15,1270
greedy,7,16,16,16,1310
greedy,7,17,16,16,1305
greedy,7,18,15,16,1395
greedy,7,19,15,16,1390
greedy,7,20,15,17,1430
greedy,7,21,15,18,1470
greedy,7,22,15,18,1465
greedy,7,23,15,18,1460
greedy,7,24,15,17,1450
greedy,7,25,15,16,1440
greedy,7,26,15,15,1430
greedy,7,27,15,14,1420
greedy,7,28,15,13,1410
greedy,7,29,15,12,1400
greedy,7,30,15,11,1390
greedy,8,0,10,10,1000
greedy,8,1,10,10,1045
greedy,8,2,11,10,1035
greedy,8,3,12,10,1025
greedy,8,4,13,10,1015
greedy,8,5,14,10,1005
greedy,8,6,14,10,1000
greedy,8,7,14,9,1090
greedy,8,8,14,8,1080
greedy,8,9,14,8,1075
greedy,8,10,15,8,1065
greedy,8,11,16,8,1055
greedy,8,12,17,8,1045
greedy,8,13,17,8,1040
greedy,8,14,17,9,1080
greedy,8,15,17,10,1070
greedy,8,16,17,11,1060
greedy,8,17,17,11,1055
greedy,8,18,18,11,1145
greedy,8,19,18,11,1140
greedy,8,20,18,12,1130
greedy,8,21,18,13,1120
greedy,8,22,18,13,1115
greedy,8,23,19,13,1155
greedy,8,24,20,13,1145
greedy,8,25,20,13,1140
greedy,8,26,20,12,1130
greedy,8,27,20,11,1120
greedy,8,28,20,10,1210
greedy,8,29,20,9,1300
greedy,8,30,20,9,1295
greedy,9,0,10,10,1000
greedy,9,1,10,10,995
greedy,9,2,10,10,990
greedy,9,3,10,11,1080
greedy,9,4,10,12,1120
greedy,9,5,10,12,1115
greedy,9,6,9,12,1155
greedy,9,7,9,12,1150
greedy,9,8,9,12,1145
greedy,9,9,10,12,1135
greedy,9,10,11,12,1125
greedy,9,11,11,12,1120
greedy,9,12,11,13,1160
greedy,9,13,11,14,1200
greedy,9,14,11,15,1240
greedy,9,15,11,15,1235
greedy,9,16,12,15,1275
greedy,9,17,12,15,1270
greedy,9,18,12,16,1360
greedy,9,19,12,17,1350
greedy,9,20,12,18,1390
greedy,9,21,12,18,1385
greedy,9,22,11,18,1425
greedy,9,23,11,18,1420
greedy,9,24,11,19,1460
greedy,9,25,11,19,1455
greedy,9,26,10,19,1545
greedy,9,27,9,19,1585
greedy,9,28,9,19,1580
greedy,9,29,9,20,1620
greedy,9,30,9,20,1615
greedy,10,0,10,10,1000
greedy,10,1,10,9,1040
greedy,10,2,10,8,1130
greedy,10,3,10,8,1125
greedy,10,4,9,8,1165
greedy,10,5,8,8,1155
greedy,10,6,7,8,1195
greedy,10,7,7,8,1190
greedy,10,8,7,7,1180
greedy,10,9,7,7,1175
greedy,10,10,6,7,1265
greedy,10,11,6,7,1260
greedy,10,12,6,6,1300
greedy,10,13,6,5,1290
greedy,10,14,6,5,1285
greedy,10,15,5,5,1375
greedy,10,16,5,5,1370
greedy,10,17,5,4,1410
greedy,10,18,5,4,1405
greedy,10,19,6,4,1395
greedy,10,20,7,4,1385
greedy,10,21,7,4,1380
greedy,10,22,7,3,1470
greedy,10,23,7,2,1460
greedy,10,24,7,1,1450
greedy,10,25,7,1,1445
greedy,10,26,8,1,1535
greedy,10,27,8,1,1530
greedy,10,28,8,0,1570
greedy,10,29,8,0,1565
greedy,10,30,8,0,1560
greedy,11,0,10,10,1000
greedy,11,1,10,9,1010
greedy,11,2,10,9,1005
greedy,11,3,11,9,1045
greedy,11,4,12,9,1135
greedy,11,5,13,9,1175
greedy,11,6,14,9,1215
greedy,11,7,15,9,1255
greedy,11,8,15,9,1250
greedy,11,9,15,8,1290
greedy,11,10,15,8,1285
greedy,11,11,16,8,1325
greedy,11,12,17,8,1365
greedy,11,13,18,8,1355
greedy,11,14,18,8,1350
greedy,11,15,18,7,1340
greedy,11,16,18,6,1380
greedy,11,17,18,5,1370
greedy,11,18,18,4,1410
greedy,11,19,18,3,1450
greedy,11,20,18,2,1440
greedy,11,21,18,2,1435
greedy,11,22,17,2,1475
greedy,11,23,17,2,1470
greedy,11,24,17,1,1560
greedy,11,25,17,1,1555
greedy,11,26,16,1,1645
greedy,11,27,16,1,1640
greedy,11,28,16,0,1630
greedy,11,29,16,0,1625
greedy,11,30,17,0,1615
greedy,12,0,10,10,1000
greedy,12,1,10,10,1045
greedy,12,2,9,10,1135
greedy,12,3,9,10,1130
greedy,12,4,9,9,1120
greedy,12,5,9,8,1110
greedy,12,6,9,8,1105
greedy,12,7,10,8,1195
greedy,12,8,11,8,1285
greedy,12,9,11,8,1280
greedy,12,10,11,7,1270
greedy,12,11,11,6,1310
greedy,12,12,11,6,1305
greedy,12,13,12,6,1395
greedy,12,14,13,6,1385
greedy,12,15,13,6,1380
greedy,12,16,13,5,1370
greedy,12,17,13,4,1360
greedy,12,18,13,4,1355
greedy,12,19,14,4,1395
greedy,12,20,14,4,1390
greedy,12,21,14,3,1430
greedy,12,22,14,3,1425
greedy,12,23,15,3,1515
greedy,12,24,16,3,1555
greedy,12,25,17,3,1645
greedy,12,26,18,3,1685
greedy,12,27,18,3,1680
greedy,12,28,18,4,1720
greedy,12,29,18,5,1710
greedy,12,30,18,6,1750
greedy,13,0,10,10,1000
greedy,13,1,10,10,895
greedy,13,2,9,10,985
greedy,13,3,8,10,975
greedy,13,4,7,10,965
greedy,13,5,7,10,960
greedy,13,6,7,11,1050
greedy,13,7,7,11,1045
greedy,13,8,6,11,1085
greedy,13,9,5,11,1175
greedy,13,10,5,11,1170
greedy,13,11,5,12,1210
greedy,13,12,5,12,1205
greedy,13,13,4,12,1195
greedy,13,14,4,12,1190
greedy,13,15,4,13,1230
greedy,13,16,4,14,1220
greedy,13,17,4,14,1215
greedy,13,18,4,14,1210
greedy,13,19,4,13,1200
greedy,13,20,4,12,1190
greedy,13,21,4,11,1180
greedy,13,22,4,11,1175
greedy,13,23,3,11,1215
greedy,13,24,2,11,1255
greedy,13,25,1,11,1295
greedy,13,26,0,11,1285
greedy,13,27,0,11,1280
greedy,13,28,0,10,1270
greedy,13,29,0,9,1310
greedy,13,30,0,9,1305
greedy,14,0,10,10,1000
greedy,14,1,10,9,990
greedy,14,2,10,8,1080
greedy,14,3,10,8,1075
greedy,14,4,10,8,1070
greedy,14,5,10,9,1060
greedy,14,6,10,10,1050
greedy,14,7,10,11,1040
greedy,14,8,10,12,1130
greedy,14,9,10,12,1125
greedy,14,10,9,12,1115
greedy,14,11,8,12,1105
greedy,14,12,7,12,1095
greedy,14,13,6,12,1085
greedy,14,14,5,12,1125
greedy,14,15,4,12,1215
greedy,14,16,4,12,1210
greedy,14,17,4,13,1250
greedy,14,18,4,13,1245
greedy,14,19,3,13,1235
greedy,14,20,2,13,1225
greedy,14,21,1,13,1315
greedy,14,22,1,13,1310
greedy,14,23,1,14,1350
greedy,14,24,1,15,1340
greedy,14,25,1,16,1380
greedy,14,26,1,17,1470
greedy,14,27,1,18,1510
greedy,14,28,1,19,1600
greedy,14,29,1,20,1590
greedy,14,30,1,20,1585
greedy,15,0,10,10,1000
greedy,15,1,10,10,965
greedy,15,2,10,10,960
greedy,15,3,10,11,1000
greedy,15,4,10,12,990
greedy,15,5,10,12,985
greedy,15,6,9,12,1025
greedy,15,7,8,12,1115
greedy,15,8,7,12,1155
greedy,15,9,6,12,1145
greedy,15,10,6,12,1140
greedy,15,11,6,11,1130
greedy,15,12,6,10,1170
greedy,15,13,6,10,1165
greedy,15,14,7,10,1255
greedy,15,15,8,10,1245
greedy,15,16,8,10,1240
greedy,15,17,8,9,1280
greedy,15,18,8,9,1275
greedy,15,19,9,9,1315
greedy,15,20,9,9,1310
greedy,15,21,9,8,1350
greedy,15,22,9,8,1345
greedy,15,23,10,8,1385
greedy,15,24,11,8,1425
greedy,15,25,11,8,1420
greedy,15,26,11,7,1510
greedy,15,27,11,7,1505
greedy,15,28,11,7,1500
greedy,15,29,11,8,1490
greedy,15,30,11,9,1480
greedy,16,0,10,10,1000
greedy,16,1,10,10,1095
greedy,16,2,10,10,1090
greedy,16,3,10,11,1180
greedy,16,4,10,11,1175
greedy,16,5,9,11,1215
greedy,16,6,8,11,1305
greedy,16,7,8,11,1300
greedy,16,8,8,10,1340
greedy,16,9,8,9,1380
greedy,16,10,8,8,1470
greedy,16,11,8,8,1465
greedy,16,12,9,8,1555
greedy,16,13,9,8,1550
greedy,16,14,9,7,1540
greedy,16,15,9,7,1535
greedy,16,16,10,7,1625
greedy,16,17,10,7,1620
greedy,16,18,10,6,1610
greedy,16,19,10,6,1605
greedy,16,20,11,6,1595
greedy,16,21,12,6,1585
greedy,16,22,13,6,1625
greedy,16,23,13,6,1620
greedy,16,24,13,5,1660
greedy,16,25,13,4,1650
greedy,16,26,13,4,1645
greedy,16,27,12,4,1685
greedy,16,28,11,4,1675
greedy,16,29,10,4,1765
greedy,16,30,10,4,1760
greedy,17,0,10,10,1000
greedy,17,1,10,10,995
greedy,17,2,9,10,1085
greedy,17,3,9,10,1080
greedy,17,4,9,9,1120
greedy,17,5,9,8,1110
greedy,17,6,9,8,1105
greedy,17,7,10,8,1145
greedy,17,8,10,8,1140
greedy,17,9,10,7,1130
greedy,17,10,10,6,1220
greedy,17,11,10,5,1260
greedy,17,12,10,5,1255
greedy,17,13,9,5,1295
greedy,17,14,9,5,1290
greedy,17,15,9,4,1330
greedy,17,16,9,3,1420
greedy,17,17,9,3,1415
greedy,17,18,8,3,1505
greedy,17,19,7,3,1495
greedy,17,20,6,3,1535
greedy,17,21,6,3,1530
greedy,17,22,6,4,1570
greedy,17,23,6,4,1565
greedy,17,24,7,4,1605
greedy,17,25,8,4,1595
greedy,17,26,9,4,1585
greedy,17,27,10,4,1575
greedy,17,28,10,4,1570
greedy,17,29,10,3,1610
greedy,17,30,10,2,1600
greedy,18,0,10,10,1000
greedy,18,1,10,9,1040
greedy,18,2,10,8,1030
greedy,18,3,10,8,1025
greedy,18,4,11,8,1065
greedy,18,5,12,8,1055
greedy,18,6,13,8,1145
greedy,18,7,13,8,1140
greedy,18,8,13,7,1230
greedy,18,9,13,7,1225
greedy,18,10,14,7,1215
greedy,18,11,14,7,1210
greedy,18,12,14,8,1250
greedy,18,13,14,9,1240
greedy,18,14,14,9,1235
greedy,18,15,15,9,1275
greedy,18,16,16,9,1265
greedy,18,17,16,9,1260
greedy,18,18,16,10,1300
greedy,18,19,16,10,1295
greedy,18,20,15,10,1285
greedy,18,21,14,10,1275
greedy,18,22,13,10,1315
greedy,18,23,13,10,1310
greedy,18,24,13,11,1350
greedy,18,25,13,11,1345
greedy,18,26,14,11,1385
greedy,18,27,15,11,1375
greedy,18,28,15,11,1370
greedy,18,29,15,10,1360
greedy,18,30,15,9,1350
greedy,19,0,10,10,1000
greedy,19,1,10,10,895
greedy,19,2,11,10,935
greedy,19,3,11,10,930
greedy,19,4,11,9,970
greedy,19,5,11,9,965
greedy,19,6,12,9,1055
greedy,19,7,13,9,1045
greedy,19,8,14,9,1035
greedy,19,9,14,9,1030
greedy,19,10,14,8,1070
greedy,19,11,14,7,1110
greedy,19,12,14,6,1100
greedy,19,13,14,5,1090
greedy,19,14,14,4,1080
greedy,19,15,14,4,1075
greedy,19,16,13,4,1165
greedy,19,17,13,4,1160
greedy,19,18,13,3,1200
greedy,19,19,13,2,1190
greedy,19,20,13,1,1230
greedy,19,21,13,1,1225
greedy,19,22,12,1,1265
greedy,19,23,12,1,1260
greedy,19,24,12,0,1300
greedy,19,25,12,0,1295
greedy,19,26,11,0,1335
greedy,19,27,10,0,1375
greedy,19,28,10,0,1370
greedy,19,29,10,1,1410
greedy,19,30,10,2,1500
greedy,20,0,10,10,1000
greedy,20,1,10,10,995
greedy,20,2,9,10,1085
greedy,20,3,9,10,1080
greedy,20,4,9,11,1120
greedy,20,5,9,11,1115
greedy,20,6,8,11,1105
greedy,20,7,8,11,1100
greedy,20,8,8,12,1140
greedy,20,9,8,12,1135
greedy,20,10,8,12,1130
greedy,20,11,8,11,1120
greedy,20,12,8,11,1115
greedy,20,13,9,11,1105
greedy,20,14,9,11,1100
greedy,20,15,9,10,1090
greedy,20,16,9,9,1080
greedy,20,17,9,8,1070
greedy,20,18,9,8,1065
greedy,20,19,10,8,1155
greedy,20,20,11,8,1145
greedy,20,21,12,8,1135
greedy,20,22,13,8,1225
greedy,20,23,13,8,1220
greedy,20,24,13,9,1310
greedy,20,25,13,10,1300
greedy,20,26,13,10,1295
greedy,20,27,14,10,1335
greedy,20,28,14,10,1330
greedy,20,29,14,9,1320
greedy,20,30,14,9,1315
greedy,21,0,10,10,1000
greedy,21,1,10,10,995
greedy,21,2,10,10,990
greedy,21,3,10,11,1080
greedy,21,4,10,12,1120
greedy,21,5,10,12,1115
greedy,21,6,11,12,1155
greedy,21,7,11,12,1150
greedy,21,8,11,13,1240
greedy,21,9,11,13,1235
greedy,21,10,12,13,1275
greedy,21,11,13,13,1265
greedy,21,12,14,13,1305
greedy,21,13,15,13,1295
greedy,21,14,16,13,1385
greedy,21,15,16,13,1380
greedy,21,16,16,14,1420
greedy,21,17,16,15,1410
greedy,21,18,16,16,1400
greedy,21,19,16,17,1390
greedy,21,20,16,18,1430
greedy,21,21,16,18,1425
greedy,21,22,15,18,1515
greedy,21,23,14,18,1505
greedy,21,24,14,18,1500
greedy,21,25,14,18,1495
greedy,21,26,15,18,1485
greedy,21,27,16,18,1475
greedy,21,28,17,18,1515
greedy,21,29,18,18,1505
greedy,21,30,19,18,1495
greedy,22,0,10,10,1000
greedy,22,1,10,10,995
greedy,22,2,10,10,990
greedy,22,3,10,11,1030
greedy,22,4,10,12,1020
greedy,22,5,10,13,1010
greedy,22,6,10,14,1000
greedy,22,7,10,14,995
greedy,22,8,9,14,1035
greedy,22,9,9,14,1030
greedy,22,10,9,15,1070
greedy,22,11,9,15,1065
greedy,22,12,8,15,1105
greedy,22,13,7,15,1095
greedy,22,14,7,15,1090
greedy,22,15,7,16,1130
greedy,22,16,7,16,1125
greedy,22,17,7,16,1120
greedy,22,18,7,15,1110
greedy,22,19,7,15,1105
greedy,22,20,8,15,1095
greedy,22,21,9,15,1085
greedy,22,22,10,15,1075
greedy,22,23,11,15,1165
greedy,22,24,12,15,1155
greedy,22,25,12,15,1150
greedy,22,26,12,16,1240
greedy,22,27,12,17,1230
greedy,22,28,12,18,1270
greedy,22,29,12,19,1260
greedy,22,30,12,20,1250
greedy,23,0,10,10,1000
greedy,23,1,10,10,1045
greedy,23,2,9,10,1135
greedy,23,3,9,10,1130
greedy,23,4,9,11,1170
greedy,23,5,9,12,1210
greedy,23,6,9,12,1205
greedy,23,7,8,12,1245
greedy,23,8,7,12,1235
greedy,23,9,6,12,1325
greedy,23,10,5,12,1315
greedy,23,11,5,12,1310
greedy,23,12,5,11,1300
greedy,23,13,5,10,1340
greedy,23,14,5,10,1335
greedy,23,15,6,10,1325
greedy,23,16,6,10,1320
greedy,23,17,6,9,1360
greedy,23,18,6,8,1400
greedy,23,19,6,8,1395
greedy,23,20,7,8,1485
greedy,23,21,8,8,1575
greedy,23,22,8,8,1570
greedy,23,23,8,7,1660
greedy,23,24,8,6,1750
greedy,23,25,8,6,1745
greedy,23,26,9,6,1835
greedy,23,27,10,6,1825
greedy,23,28,10,6,1820
greedy,23,29,10,7,1910
greedy,23,30,10,7,1905
greedy,24,0,10,10,1000
greedy,24,1,10,10,965
greedy,24,2,11,10,955
greedy,24,3,12,10,995
greedy,24,4,12,10,990
greedy,24,5,12,11,1030
greedy,24,6,12,12,1120
greedy,24,7,12,12,1115
greedy,24,8,11,12,1205
greedy,24,9,10,12,1195
greedy,24,10,9,12,1185
greedy,24,11,8,12,1275
greedy,24,12,8,12,1270
greedy,24,13,8,13,1310
greedy,24,14,8,13,1305
greedy,24,15,9,13,1395
greedy,24,16,9,13,1390
greedy,24,17,9,12,1380
greedy,24,18,9,11,1420
greedy,24,19,9,11,1415
greedy,24,20,9,11,1410
greedy,24,21,9,12,1400
greedy,24,22,9,13,1390
greedy,24,23,9,13,1385
greedy,24,24,8,13,1375
greedy,24,25,7,13,1415
greedy,24,26,6,13,1455
greedy,24,27,6,13,1450
greedy,24,28,6,12,1540
greedy,24,29,6,11,1530
greedy,24,30,6,10,1520
greedy,25,0,10,10,1000
greedy,25,1,10,9,990
greedy,25,2,10,8,1030
greedy,25,3,10,7,1070
greedy,25,4,10,6,1160
greedy,25,5,10,6,1155
greedy,25,6,11,6,1145
greedy,25,7,11,6,1140
greedy,25,8,11,5,1180
greedy,25,9,11,5,1175
greedy,25,10,12,5,1265
greedy,25,11,13,5,1305
greedy,25,12,13,5,1300
greedy,25,13,13,4,1340
greedy,25,14,13,3,1380
greedy,25,15,13,3,1375
greedy,25,16,14,3,1415
greedy,25,17,14,3,1410
greedy,25,18,14,2,1500
greedy,25,19,14,1,1490
greedy,25,20,14,1,1485
greedy,25,21,15,1,1525
greedy,25,22,16,1,1515
greedy,25,23,16,1,1510
greedy,25,24,16,0,1600
greedy,25,25,16,0,1595
greedy,25,26,17,0,1635
greedy,25,27,18,0,1625
greedy,25,28,19,0,1715
greedy,25,29,20,0,1755
greedy,25,30,20,0,1750
greedy,26,0,10,10,1000
greedy,26,1,10,10,1095
greedy,26,2,9,10,1135
greedy,26,3,8,10,1125
greedy,26,4,7,10,1115
greedy,26,5,7,10,1110
greedy,26,6,7,10,1105
greedy,26,7,8,10,1095
greedy,26,8,9,10,1085
greedy,26,9,10,10,1075
greedy,26,10,11,10,1065
greedy,26,11,11,10,1060
greedy,26,12,11,9,1100
greedy,26,13,11,9,1095
greedy,26,14,12,9,1085
greedy,26,15,13,9,1125
greedy,26,16,14,9,1165
greedy,26,17,14,9,1160
greedy,26,18,14,8,1150
greedy,26,19,14,7,1240
greedy,26,20,14,7,1235
greedy,26,21,13,7,1325
greedy,26,22,12,7,1315
greedy,26,23,12,7,1310
greedy,26,24,12,7,1305
greedy,26,25,13,7,1295
greedy,26,26,14,7,1285
greedy,26,27,15,7,1275
greedy,26,28,16,7,1265
greedy,26,29,17,7,1255
greedy,26,30,17,7,1250
greedy,27,0,10,10,1000
greedy,27,1,10,9,990
greedy,27,2,10,8,980
greedy,27,3,10,7,1020
greedy,27,4,10,7,1015
greedy,27,5,9,7,1055
greedy,27,6,9,7,1050
greedy,27,7,9,8,1090
greedy,27,8,9,8,1085
greedy,27,9,8,8,1125
greedy,27,10,7,8,1115
greedy,27,11,6,8,1155
greedy,27,12,5,8,1245
greedy,27,13,4,8,1335
greedy,27,14,4,8,1330
greedy,27,15,4,9,1370
greedy,27,16,4,9,1365
greedy,27,17,3,9,1455
greedy,27,18,2,9,1495
greedy,27,19,2,9,1490
greedy,27,20,2,10,1530
greedy,27,21,2,11,1520
greedy,27,22,2,12,1560
greedy,27,23,2,13,1550
greedy,27,24,2,13,1545
greedy,27,25,3,13,1585
greedy,27,26,4,13,1675
greedy,27,27,5,13,1765
greedy,27,28,6,13,1855
greedy,27,29,6,13,1850
greedy,27,30,6,12,1940
greedy,28,0,10,10,1000
greedy,28,1,10,10,1045
greedy,28,2,11,10,1135
greedy,28,3,11,10,1130
greedy,28,4,11,11,1220
greedy,28,5,11,11,1215
greedy,28,6,10,11,1305
greedy,28,7,9,11,1295
greedy,28,8,8,11,1385
greedy,28,9,8,11,1380
greedy,28,10,8,12,1420
greedy,28,11,8,13,1460
greedy,28,12,8,13,1455
greedy,28,13,7,13,1445
greedy,28,14,7,13,1440
greedy,28,15,7,14,1480
greedy,28,16,7,15,1570
greedy,28,17,7,15,1565
greedy,28,18,6,15,1605
greedy,28,19,5,15,1595
greedy,28,20,4,15,1685
greedy,28,21,4,15,1680
greedy,28,22,4,14,1770
greedy,28,23,4,13,1810
greedy,28,24,4,13,1805
